cell_id,grid_x,grid_y,elevation_m,slope_deg,terrain_type,rock_density,dust_depth_cm,solar_exposure_pct,surface_temp_c,hazard_prob,safety_score,traversal_energy_wh_per_m
1735,55,28,-0.46,6.28,regolith_plain,0.441,5.43,68.6,-35.8,0.059,0.941,1.11
1736,56,28,2.55,9.47,regolith_plain,0.403,5.48,51.4,-34.4,0.097,0.903,1.204
1737,57,28,6.12,11.47,regolith_plain,0.353,5.76,56.2,-32.3,0.104,0.896,1.263
1738,58,28,4.28,13.95,regolith_plain,0.265,5.97,49.7,-36.9,0.109,0.891,1.344
1739,59,28,-1.49,16.94,regolith_plain,0.175,6.1,52.0,-32.9,0.139,0.861,1.353
1740,0,29,-21.64,15.72,rock_field,0.856,0.0,50.4,-36.6,0.268,0.732,2.669
1741,1,29,-16.02,13.34,rock_field,0.768,0.0,64.2,-31.7,0.241,0.759,2.47
1742,2,29,-12.16,8.09,regolith_plain,0.679,3.04,64.1,-32.4,0.057,0.943,1.397
1743,3,29,-10.99,9.5,regolith_plain,0.665,5.54,51.7,-45.5,0.093,0.907,1.411
1744,4,29,-10.74,9.78,regolith_plain,0.643,7.98,63.3,-34.0,0.114,0.886,1.429
1745,5,29,-16.62,11.37,regolith_plain,0.593,6.94,52.8,-39.9,0.111,0.889,1.563
1746,6,29,-18.66,6.63,regolith_plain,0.531,6.86,59.2,-39.7,0.082,0.918,1.286
1747,7,29,-18.8,12.59,regolith_plain,0.502,5.18,58.0,-29.5,0.109,0.891,1.456
1748,8,29,-20.71,18.89,regolith_plain,0.475,3.76,46.3,-37.2,0.148,0.852,1.705
1749,9,29,-21.25,13.56,regolith_plain,0.446,5.56,60.4,-34.5,0.108,0.892,1.443
1750,10,29,-26.63,15.57,regolith_plain,0.476,5.77,48.2,-41.0,0.119,0.881,1.455
1751,11,29,-31.13,13.55,regolith_plain,0.522,6.58,51.4,-36.5,0.136,0.864,1.532
1752,12,29,-34.21,9.56,crater_floor,0.518,7.74,55.6,-32.4,0.131,0.869,1.563
1753,13,29,-35.91,12.69,crater_floor,0.495,8.01,52.6,-40.7,0.145,0.855,1.642
1754,14,29,-33.46,7.9,regolith_plain,0.462,9.47,67.9,-32.2,0.093,0.907,1.349
1755,15,29,-31.4,14.95,regolith_plain,0.464,9.16,57.3,-32.4,0.137,0.863,1.526
1756,16,29,-28.16,17.24,regolith_plain,0.473,9.51,61.3,-42.2,0.161,0.839,1.697
1757,17,29,-19.28,6.34,regolith_plain,0.452,11.81,76.6,-29.6,0.092,0.908,1.268
1758,18,29,-27.05,30.49,rock_field,0.557,9.38,30.3,-47.1,0.357,0.643,3.374
1759,19,29,-41.41,35.41,rock_field,0.619,9.83,31.5,-45.5,0.394,0.606,3.975
1760,20,29,-53.89,23.0,regolith_plain,0.55,12.0,37.6,-45.0,0.191,0.809,2.068
1761,21,29,-56.97,13.8,crater_floor,0.532,11.92,50.2,-38.1,0.166,0.834,1.928
1762,22,29,-58.67,7.21,crater_floor,0.556,11.45,58.3,-28.0,0.127,0.873,1.586
1763,23,29,-60.07,11.34,crater_floor,0.611,9.38,51.2,-39.3,0.169,0.831,1.864
1764,24,29,-66.66,15.18,regolith_plain,0.669,8.29,47.0,-38.2,0.15,0.85,1.784
1765,25,29,-69.75,13.71,crater_floor,0.694,9.42,54.1,-29.0,0.181,0.819,1.913
1766,26,29,-63.25,24.98,rock_field,0.76,7.68,35.2,-45.6,0.345,0.655,3.543
1767,27,29,-54.38,26.71,rock_field,0.784,7.0,45.7,-32.5,0.358,0.642,3.613
1768,28,29,-46.26,21.32,regolith_plain,0.732,6.84,41.0,-41.3,0.175,0.825,2.098
1769,29,29,-41.84,19.89,regolith_plain,0.669,5.46,65.0,-25.7,0.149,0.851,1.88
1770,30,29,-35.91,25.49,regolith_plain,0.637,3.02,39.3,-38.6,0.191,0.809,2.129
1771,31,29,-27.22,34.18,rock_field,0.618,0.13,32.8,-42.3,0.326,0.674,3.507
1772,32,29,-10.71,37.11,rock_field,0.637,0.0,21.4,-47.8,0.373,0.627,3.912
1773,33,29,2.04,18.29,regolith_plain,0.627,1.95,60.1,-36.7,0.133,0.867,1.653
1774,34,29,2.51,6.96,regolith_plain,0.623,4.33,69.1,-31.0,0.082,0.918,1.39
1775,35,29,2.32,9.17,regolith_plain,0.659,6.08,61.7,-30.4,0.102,0.898,1.451
1776,36,29,2.33,5.59,regolith_plain,0.641,8.08,55.8,-36.3,0.086,0.914,1.409
1777,37,29,1.76,4.28,regolith_plain,0.609,9.33,66.6,-33.9,0.065,0.935,1.292
1778,38,29,4.82,10.15,regolith_plain,0.598,9.5,52.1,-38.7,0.117,0.883,1.464
1779,39,29,8.28,12.58,regolith_plain,0.552,10.18,64.9,-29.3,0.13,0.87,1.511
1780,40,29,11.04,9.82,regolith_plain,0.529,10.89,64.1,-28.8,0.104,0.896,1.455
1781,41,29,10.95,6.1,regolith_plain,0.527,11.35,63.9,-36.5,0.094,0.906,1.29
1782,42,29,13.16,6.04,regolith_plain,0.53,11.26,48.7,-41.7,0.08,0.92,1.273
1783,43,29,9.32,13.43,regolith_plain,0.538,8.79,49.3,-37.1,0.105,0.895,1.509
1784,44,29,4.44,8.09,regolith_plain,0.494,8.24,65.2,-26.9,0.09,0.91,1.377
1785,45,29,7.7,3.72,regolith_plain,0.514,7.62,73.2,-25.6,0.086,0.914,1.223
1786,46,29,7.01,4.69,regolith_plain,0.529,6.19,71.5,-35.6,0.053,0.947,1.225
1787,47,29,4.42,7.67,regolith_plain,0.512,4.47,52.0,-38.3,0.059,0.941,1.216
1788,48,29,4.13,6.35,regolith_plain,0.519,4.83,64.8,-36.5,0.055,0.945,1.264
1789,49,29,6.38,5.97,regolith_plain,0.525,5.4,69.5,-32.3,0.066,0.934,1.257
1790,50,29,7.96,11.63,regolith_plain,0.564,5.08,47.3,-32.5,0.107,0.893,1.512
1791,51,29,6.66,11.59,regolith_plain,0.595,6.12,57.2,-41.3,0.104,0.896,1.427
1792,52,29,7.28,5.35,regolith_plain,0.533,6.68,65.8,-39.1,0.055,0.945,1.289
1793,53,29,8.0,4.35,regolith_plain,0.466,6.13,63.4,-36.7,0.067,0.933,1.088
1794,54,29,5.1,8.84,regolith_plain,0.453,4.75,49.2,-37.1,0.063,0.937,1.268
1795,55,29,4.95,4.72,regolith_plain,0.435,4.67,62.9,-31.0,0.045,0.955,1.134
1796,56,29,3.32,2.81,regolith_plain,0.383,5.82,64.9,-31.1,0.044,0.956,1.04
1797,57,29,4.84,3.06,regolith_plain,0.329,6.75,65.7,-28.0,0.066,0.934,0.956
1798,58,29,3.78,12.59,regolith_plain,0.276,6.29,52.8,-44.2,0.111,0.889,1.257
1799,59,29,0.44,10.59,regolith_plain,0.191,7.56,55.7,-31.5,0.105,0.895,1.107
1800,0,30,-17.36,12.13,rock_field,0.82,0.0,56.4,-36.5,0.226,0.774,2.567
1801,1,30,-15.07,5.01,rock_field,0.769,2.38,67.1,-28.8,0.195,0.805,2.213
1802,2,30,-15.74,1.32,regolith_plain,0.726,5.16,66.7,-37.5,0.063,0.937,1.295
1803,3,30,-15.49,5.29,regolith_plain,0.698,6.79,61.7,-34.1,0.084,0.916,1.409
1804,4,30,-13.48,11.41,regolith_plain,0.674,7.91,58.0,-34.5,0.126,0.874,1.639
1805,5,30,-16.34,5.76,regolith_plain,0.594,8.06,52.1,-32.9,0.076,0.924,1.378
1806,6,30,-17.3,7.35,regolith_plain,0.543,7.12,64.8,-39.4,0.092,0.908,1.282
1807,7,30,-14.77,9.45,regolith_plain,0.516,6.11,59.6,-34.6,0.078,0.922,1.352
1808,8,30,-13.93,13.44,regolith_plain,0.49,5.06,55.5,-40.4,0.109,0.891,1.513
1809,9,30,-17.5,13.09,regolith_plain,0.474,5.62,61.4,-32.1,0.116,0.884,1.428
1810,10,30,-20.35,16.64,regolith_plain,0.497,5.14,40.0,-38.4,0.114,0.886,1.638
1811,11,30,-25.43,18.33,regolith_plain,0.533,4.94,38.0,-37.0,0.114,0.886,1.649
1812,12,30,-29.53,13.51,regolith_plain,0.521,5.78,56.8,-37.8,0.133,0.867,1.462
1813,13,30,-27.65,14.23,regolith_plain,0.496,6.03,54.3,-32.9,0.12,0.88,1.548
1814,14,30,-30.39,12.62,regolith_plain,0.477,6.63,57.1,-30.2,0.095,0.905,1.428
1815,15,30,-21.51,14.39,regolith_plain,0.473,6.73,51.4,-44.3,0.124,0.876,1.462
1816,16,30,-21.35,7.89,regolith_plain,0.468,8.22,65.3,-30.5,0.078,0.922,1.264
1817,17,30,-17.0,3.79,regolith_plain,0.475,9.94,71.4,-27.2,0.063,0.937,1.169
1818,18,30,-21.18,25.15,regolith_plain,0.543,8.7,45.2,-41.1,0.207,0.793,2.065
1819,19,30,-35.06,35.16,rock_field,0.582,9.16,29.8,-50.3,0.382,0.618,3.751
1820,20,30,-47.14,29.88,rock_field,0.561,10.81,24.5,-43.7,0.357,0.643,3.359
1821,21,30,-50.76,22.99,regolith_plain,0.571,10.5,49.3,-43.6,0.177,0.823,1.996
1822,22,30,-54.25,17.96,regolith_plain,0.593,9.92,57.6,-36.6,0.154,0.846,1.752
1823,23,30,-58.93,16.77,regolith_plain,0.628,8.75,55.4,-36.6,0.151,0.849,1.732
1824,24,30,-62.39,19.38,regolith_plain,0.675,7.88,43.4,-37.7,0.161,0.839,1.878
1825,25,30,-59.41,29.08,rock_field,0.723,7.23,42.1,-43.5,0.38,0.62,3.555
1826,26,30,-54.17,28.75,rock_field,0.739,7.06,43.5,-43.2,0.347,0.653,3.455
1827,27,30,-47.36,27.04,regolith_plain,0.741,6.68,49.6,-37.9,0.205,0.795,2.204
1828,28,30,-42.45,25.15,regolith_plain,0.703,6.28,37.1,-38.6,0.194,0.806,2.085
1829,29,30,-33.86,23.39,regolith_plain,0.638,5.81,42.9,-31.4,0.198,0.802,1.991
1830,30,30,-28.17,25.65,regolith_plain,0.593,4.73,46.3,-45.3,0.19,0.81,2.074
1831,31,30,-19.61,37.46,rock_field,0.583,2.22,29.1,-43.8,0.368,0.632,3.911
1832,32,30,-3.32,32.0,rock_field,0.594,2.46,28.1,-49.8,0.333,0.667,3.569
1833,33,30,3.03,4.43,regolith_plain,0.564,6.14,67.6,-27.9,0.055,0.945,1.282
1834,34,30,-0.22,11.75,regolith_plain,0.603,5.11,60.5,-38.1,0.09,0.91,1.507
1835,35,30,-2.51,9.22,regolith_plain,0.638,6.85,60.4,-37.2,0.093,0.907,1.473
1836,36,30,0.81,9.05,regolith_plain,0.639,8.16,61.4,-36.7,0.099,0.901,1.436
1837,37,30,2.26,4.65,regolith_plain,0.576,10.04,63.3,-34.1,0.085,0.915,1.282
1838,38,30,2.8,2.54,regolith_plain,0.515,11.59,76.1,-28.2,0.076,0.924,1.24
1839,39,30,3.77,8.2,regolith_plain,0.535,11.97,55.6,-34.8,0.103,0.897,1.432
1840,40,30,8.07,14.39,regolith_plain,0.593,11.4,50.6,-38.4,0.157,0.843,1.666
1841,41,30,12.48,7.55,regolith_plain,0.573,12.34,61.8,-39.9,0.097,0.903,1.368
1842,42,30,11.81,8.86,regolith_plain,0.576,12.06,65.5,-30.4,0.097,0.903,1.486
1843,43,30,9.88,12.7,regolith_plain,0.618,10.12,47.0,-39.8,0.131,0.869,1.564
1844,44,30,3.51,4.28,regolith_plain,0.588,9.87,57.4,-31.2,0.086,0.914,1.288
1845,45,30,7.58,5.28,regolith_plain,0.578,8.24,52.0,-40.5,0.074,0.926,1.275
1846,46,30,6.29,4.01,regolith_plain,0.551,6.94,65.8,-39.1,0.049,0.951,1.211
1847,47,30,4.86,3.78,regolith_plain,0.505,5.5,59.1,-35.0,0.056,0.944,1.13
1848,48,30,5.27,2.7,regolith_plain,0.506,5.84,64.7,-27.7,0.052,0.948,1.112
1849,49,30,3.18,6.0,regolith_plain,0.543,5.94,67.4,-31.4,0.073,0.927,1.234
1850,50,30,1.65,4.22,regolith_plain,0.549,6.81,61.5,-35.0,0.064,0.936,1.232
1851,51,30,2.05,6.5,regolith_plain,0.542,7.59,64.2,-36.8,0.091,0.909,1.298
1852,52,30,4.1,12.26,regolith_plain,0.517,5.97,54.7,-29.4,0.096,0.904,1.387
1853,53,30,9.08,7.51,regolith_plain,0.471,5.55,65.8,-36.7,0.048,0.952,1.208
1854,54,30,8.85,10.32,regolith_plain,0.472,3.98,61.5,-36.8,0.069,0.931,1.27
1855,55,30,2.32,6.2,regolith_plain,0.466,3.46,59.0,-32.4,0.048,0.952,1.184
1856,56,30,4.51,2.47,regolith_plain,0.398,5.21,66.3,-39.8,0.054,0.946,0.977
1857,57,30,4.02,12.98,regolith_plain,0.35,4.99,62.0,-28.7,0.104,0.896,1.372
1858,58,30,-3.5,14.78,regolith_plain,0.325,6.08,56.1,-33.5,0.139,0.861,1.43
1859,59,30,-4.86,10.37,regolith_plain,0.289,8.1,50.2,-34.6,0.093,0.907,1.254
1860,0,31,-14.36,10.66,rock_field,0.792,1.38,62.2,-31.1,0.248,0.752,2.35
1861,1,31,-12.91,6.79,rock_field,0.77,3.7,56.0,-36.4,0.207,0.793,2.197
1862,2,31,-12.98,9.4,rock_field,0.765,5.05,68.1,-35.9,0.234,0.766,2.294
1863,3,31,-13.92,8.4,regolith_plain,0.744,6.95,66.9,-32.8,0.088,0.912,1.556
1864,4,31,-18.77,4.52,regolith_plain,0.709,9.12,66.8,-36.4,0.101,0.899,1.337
1865,5,31,-15.32,7.29,regolith_plain,0.637,8.1,62.9,-31.8,0.09,0.91,1.438
1866,6,31,-13.75,5.29,regolith_plain,0.567,7.8,62.9,-30.5,0.095,0.905,1.231
1867,7,31,-13.05,5.04,regolith_plain,0.534,7.23,68.5,-25.8,0.08,0.92,1.261
1868,8,31,-11.55,3.86,regolith_plain,0.497,6.97,63.5,-32.0,0.058,0.942,1.102
1869,9,31,-14.51,11.65,regolith_plain,0.509,5.82,58.6,-31.4,0.095,0.905,1.47
1870,10,31,-17.69,13.72,regolith_plain,0.512,5.11,60.1,-35.7,0.122,0.878,1.45
1871,11,31,-21.57,13.9,regolith_plain,0.504,4.68,51.3,-39.4,0.112,0.888,1.51
1872,12,31,-24.85,12.63,regolith_plain,0.492,4.55,52.4,-35.2,0.096,0.904,1.478
1873,13,31,-25.8,3.96,regolith_plain,0.46,5.83,58.5,-36.7,0.058,0.942,1.118
1874,14,31,-26.95,2.41,regolith_plain,0.454,6.04,61.0,-33.2,0.029,0.971,1.1
1875,15,31,-26.54,10.05,regolith_plain,0.476,4.87,48.0,-42.9,0.094,0.906,1.352
1876,16,31,-24.93,16.07,regolith_plain,0.498,4.31,56.7,-39.1,0.129,0.871,1.581
1877,17,31,-21.92,11.23,regolith_plain,0.496,6.57,68.5,-29.1,0.092,0.908,1.464
1878,18,31,-21.88,12.05,regolith_plain,0.509,9.18,65.3,-29.5,0.131,0.869,1.482
1879,19,31,-30.46,27.25,regolith_plain,0.559,9.63,30.3,-49.3,0.222,0.778,2.175
1880,20,31,-37.1,30.24,rock_field,0.576,10.6,41.1,-39.0,0.367,0.633,3.58
1881,21,31,-41.56,26.85,regolith_plain,0.602,9.88,49.0,-41.0,0.201,0.799,2.054
1882,22,31,-48.61,22.85,regolith_plain,0.624,9.26,42.1,-41.1,0.193,0.807,2.077
1883,23,31,-51.19,22.52,regolith_plain,0.658,8.08,45.8,-34.1,0.18,0.82,1.983
1884,24,31,-52.61,24.65,regolith_plain,0.701,7.31,30.8,-41.7,0.201,0.799,2.118
1885,25,31,-49.09,26.91,regolith_plain,0.728,7.67,42.0,-37.9,0.225,0.775,2.22
1886,26,31,-44.91,29.25,rock_field,0.731,6.92,31.4,-37.1,0.344,0.656,3.668
1887,27,31,-37.67,28.22,rock_field,0.717,6.23,40.2,-44.4,0.331,0.669,3.561
1888,28,31,-33.2,25.95,regolith_plain,0.671,6.18,32.1,-48.3,0.194,0.806,2.024
1889,29,31,-32.06,22.51,regolith_plain,0.592,6.81,48.5,-41.6,0.192,0.808,1.861
1890,30,31,-23.03,34.55,rock_field,0.56,5.12,38.1,-43.2,0.391,0.609,3.765
1891,31,31,-9.29,34.44,rock_field,0.513,5.26,27.4,-55.3,0.371,0.629,3.671
1892,32,31,-0.11,16.32,regolith_plain,0.5,7.49,45.2,-40.8,0.148,0.852,1.547
1893,33,31,2.17,9.73,regolith_plain,0.529,7.46,46.4,-41.7,0.098,0.902,1.391
1894,34,31,-3.7,10.71,regolith_plain,0.556,6.77,56.6,-32.7,0.102,0.898,1.483
1895,35,31,-4.09,3.14,regolith_plain,0.603,8.54,63.1,-32.4,0.061,0.939,1.267
1896,36,31,-1.88,10.27,regolith_plain,0.648,8.57,49.4,-41.0,0.123,0.877,1.503
1897,37,31,-0.81,10.05,regolith_plain,0.589,10.01,61.7,-32.1,0.126,0.874,1.441
1898,38,31,3.88,9.89,regolith_plain,0.52,11.44,56.4,-33.5,0.116,0.884,1.503
1899,39,31,5.96,3.75,regolith_plain,0.519,13.77,59.4,-38.7,0.088,0.912,1.277
1900,40,31,5.61,6.3,regolith_plain,0.577,13.81,59.7,-37.4,0.101,0.899,1.391
1901,41,31,7.18,9.99,regolith_plain,0.589,13.19,65.4,-42.3,0.139,0.861,1.473
1902,42,31,7.49,5.18,regolith_plain,0.587,13.84,67.9,-37.0,0.105,0.895,1.326
1903,43,31,5.79,3.0,regolith_plain,0.647,12.79,65.9,-36.2,0.075,0.925,1.324
1904,44,31,6.35,6.5,regolith_plain,0.668,10.6,66.6,-32.5,0.119,0.881,1.474
1905,45,31,5.27,2.32,regolith_plain,0.616,9.54,60.5,-38.6,0.04,0.96,1.2
1906,46,31,7.71,3.23,regolith_plain,0.575,7.71,66.6,-34.5,0.075,0.925,1.164
1907,47,31,6.87,6.11,regolith_plain,0.538,5.59,64.2,-38.0,0.079,0.921,1.274
1908,48,31,4.99,8.08,regolith_plain,0.536,5.5,58.3,-34.5,0.081,0.919,1.3
1909,49,31,4.25,4.18,regolith_plain,0.54,6.76,68.0,-30.2,0.062,0.938,1.23
1910,50,31,5.23,4.78,regolith_plain,0.545,7.35,60.1,-33.1,0.067,0.933,1.27
1911,51,31,2.82,6.3,regolith_plain,0.542,8.32,66.1,-32.6,0.071,0.929,1.314
1912,52,31,2.18,5.84,regolith_plain,0.502,7.27,66.9,-38.5,0.093,0.907,1.224
1913,53,31,5.7,8.11,regolith_plain,0.466,5.35,43.6,-42.8,0.08,0.92,1.242
1914,54,31,7.8,6.02,regolith_plain,0.454,4.08,70.5,-32.4,0.053,0.947,1.146
1915,55,31,5.07,6.95,regolith_plain,0.464,2.36,44.1,-41.4,0.079,0.921,1.19
1916,56,31,3.6,9.11,regolith_plain,0.42,3.56,56.3,-35.4,0.083,0.917,1.174
1917,57,31,0.26,12.12,regolith_plain,0.362,4.85,62.8,-27.8,0.107,0.893,1.228
1918,58,31,-1.93,9.73,regolith_plain,0.354,6.95,57.4,-32.4,0.117,0.883,1.206
1919,59,31,-6.36,13.84,regolith_plain,0.37,8.08,46.0,-43.7,0.132,0.868,1.373
1920,0,32,-10.42,11.43,rock_field,0.763,2.95,50.9,-34.8,0.234,0.766,2.562
1921,1,32,-10.51,10.6,regolith_plain,0.741,4.54,64.5,-30.3,0.115,0.885,1.534
1922,2,32,-9.19,6.72,regolith_plain,0.716,6.58,51.1,-41.0,0.082,0.918,1.387
1923,3,32,-14.32,11.82,rock_field,0.757,7.28,63.8,-30.0,0.254,0.746,2.631
1924,4,32,-16.32,9.01,rock_field,0.762,9.02,59.8,-35.6,0.253,0.747,2.397
1925,5,32,-15.39,7.12,regolith_plain,0.671,8.65,55.0,-42.2,0.106,0.894,1.418
1926,6,32,-14.37,7.71,regolith_plain,0.601,7.91,58.0,-33.7,0.082,0.918,1.349
1927,7,32,-12.02,11.41,regolith_plain,0.577,6.7,51.3,-36.8,0.104,0.896,1.46
1928,8,32,-11.67,8.07,regolith_plain,0.539,6.68,66.3,-33.4,0.083,0.917,1.279
1929,9,32,-11.99,9.08,regolith_plain,0.549,6.36,64.4,-33.2,0.102,0.898,1.341
1930,10,32,-13.6,14.33,regolith_plain,0.539,4.99,43.9,-43.0,0.116,0.884,1.546
1931,11,32,-18.6,17.05,regolith_plain,0.481,4.01,48.8,-35.9,0.148,0.852,1.501
1932,12,32,-21.63,15.7,regolith_plain,0.459,3.68,47.6,-38.9,0.114,0.886,1.458
1933,13,32,-25.84,10.69,regolith_plain,0.46,4.07,66.0,-31.6,0.085,0.915,1.367
1934,14,32,-28.87,5.93,regolith_plain,0.46,4.43,55.4,-34.6,0.078,0.922,1.12
1935,15,32,-28.3,4.35,regolith_plain,0.467,4.3,74.8,-33.9,0.059,0.941,1.089
1936,16,32,-31.92,8.66,regolith_plain,0.466,3.72,60.3,-37.9,0.103,0.897,1.246
1937,17,32,-24.34,16.45,regolith_plain,0.473,4.05,44.9,-48.5,0.139,0.861,1.591
1938,18,32,-21.22,4.56,regolith_plain,0.474,8.87,60.9,-32.3,0.06,0.94,1.23
1939,19,32,-21.18,20.15,regolith_plain,0.55,9.57,43.0,-45.7,0.169,0.831,1.86
1940,20,32,-26.64,29.54,rock_field,0.587,9.93,29.9,-45.0,0.36,0.64,3.668
1941,21,32,-34.09,30.66,rock_field,0.618,8.98,36.8,-41.5,0.364,0.636,3.719
1942,22,32,-40.41,31.11,rock_field,0.65,8.13,28.4,-43.5,0.364,0.636,3.675
1943,23,32,-42.83,29.41,rock_field,0.678,7.6,24.6,-52.0,0.358,0.642,3.696
1944,24,32,-44.16,30.43,rock_field,0.72,7.25,34.2,-44.0,0.369,0.631,3.58
1945,25,32,-40.62,29.83,rock_field,0.744,8.0,26.4,-39.9,0.363,0.637,3.724
1946,26,32,-34.9,28.79,rock_field,0.721,7.64,33.8,-37.1,0.369,0.631,3.468
1947,27,32,-29.37,25.23,regolith_plain,0.684,7.18,36.8,-38.9,0.218,0.782,2.065
1948,28,32,-23.81,28.01,rock_field,0.639,6.42,34.0,-42.4,0.346,0.654,3.226
1949,29,32,-20.77,34.22,rock_field,0.575,5.88,44.4,-44.1,0.373,0.627,3.603
1950,30,32,-12.69,30.56,rock_field,0.492,6.82,36.7,-40.0,0.35,0.65,3.305
1951,31,32,-4.54,18.26,regolith_plain,0.412,9.06,51.4,-38.6,0.159,0.841,1.686
1952,32,32,-0.91,9.1,regolith_plain,0.424,10.09,49.3,-36.5,0.109,0.891,1.291
1953,33,32,-2.82,17.72,regolith_plain,0.49,7.81,46.6,-42.0,0.138,0.862,1.583
1954,34,32,-4.47,4.95,regolith_plain,0.482,9.16,65.8,-33.6,0.087,0.913,1.266
1955,35,32,-3.74,2.52,regolith_plain,0.569,10.04,61.1,-34.0,0.061,0.939,1.282
1956,36,32,-5.66,3.98,regolith_plain,0.635,10.73,71.1,-30.2,0.096,0.904,1.328
1957,37,32,-1.87,14.24,regolith_plain,0.61,10.36,47.1,-37.6,0.107,0.893,1.594
1958,38,32,4.45,10.86,regolith_plain,0.535,12.05,56.3,-38.8,0.125,0.875,1.501
1959,39,32,5.74,0.91,regolith_plain,0.496,14.72,65.5,-38.9,0.085,0.915,1.153
1960,40,32,3.83,0.1,regolith_plain,0.511,15.41,70.9,-25.2,0.08,0.92,1.154
1961,41,32,5.69,7.06,regolith_plain,0.546,14.64,58.4,-26.1,0.099,0.901,1.376
1962,42,32,8.46,6.08,regolith_plain,0.572,15.06,61.7,-33.1,0.121,0.879,1.418
1963,43,32,8.13,5.65,regolith_plain,0.658,14.06,62.4,-39.9,0.1,0.9,1.399
1964,44,32,8.04,2.79,regolith_plain,0.681,12.69,62.5,-37.5,0.083,0.917,1.439
1965,45,32,6.69,0.29,regolith_plain,0.622,11.09,72.6,-28.7,0.055,0.945,1.221
1966,46,32,7.88,9.14,regolith_plain,0.602,7.77,61.4,-28.9,0.08,0.92,1.387
1967,47,32,8.17,3.84,regolith_plain,0.565,6.58,65.2,-37.7,0.062,0.938,1.169
1968,48,32,10.32,4.17,regolith_plain,0.548,6.36,62.8,-34.1,0.072,0.928,1.253
1969,49,32,6.09,9.16,regolith_plain,0.529,5.89,64.7,-32.2,0.104,0.896,1.292
1970,50,32,4.67,2.48,regolith_plain,0.515,7.16,65.9,-29.2,0.052,0.948,1.129
1971,51,32,5.23,6.09,regolith_plain,0.565,7.43,61.5,-35.6,0.076,0.924,1.27
1972,52,32,7.01,5.86,regolith_plain,0.52,6.29,64.2,-39.4,0.079,0.921,1.283
1973,53,32,8.19,3.63,regolith_plain,0.43,5.04,76.2,-26.4,0.051,0.949,1.091
1974,54,32,4.68,7.33,regolith_plain,0.416,2.9,53.9,-31.9,0.078,0.922,1.171
1975,55,32,4.8,8.19,regolith_plain,0.419,1.19,65.6,-32.5,0.064,0.936,1.135
1976,56,32,0.26,11.63,regolith_plain,0.415,2.46,45.8,-37.6,0.081,0.919,1.339
1977,57,32,-2.55,7.93,regolith_plain,0.384,5.05,62.6,-35.5,0.08,0.92,1.109
1978,58,32,-5.28,2.88,regolith_plain,0.394,7.84,76.3,-32.5,0.044,0.956,1.025
1979,59,32,-0.56,15.85,regolith_plain,0.455,7.92,55.5,-32.3,0.139,0.861,1.523
1980,0,33,-6.28,9.56,regolith_plain,0.716,4.58,60.5,-32.7,0.104,0.896,1.462
1981,1,33,-5.53,6.52,regolith_plain,0.695,6.39,59.5,-32.9,0.079,0.921,1.416
1982,2,33,-10.19,5.73,regolith_plain,0.682,7.86,63.9,-27.4,0.09,0.91,1.361
1983,3,33,-9.53,9.54,regolith_plain,0.718,8.65,58.0,-39.8,0.114,0.886,1.603
1984,4,33,-12.52,14.09,regolith_plain,0.742,9.18,49.8,-40.7,0.141,0.859,1.73
1985,5,33,-10.72,17.1,regolith_plain,0.682,7.89,49.4,-37.9,0.139,0.861,1.8
1986,6,33,-9.51,19.99,regolith_plain,0.632,6.63,49.2,-40.7,0.147,0.853,1.844
1987,7,33,-5.44,19.22,regolith_plain,0.597,5.92,44.3,-37.0,0.166,0.834,1.817
1988,8,33,-5.87,18.49,regolith_plain,0.569,5.36,44.8,-40.6,0.14,0.86,1.759
1989,9,33,-8.42,12.87,regolith_plain,0.562,6.07,47.7,-42.9,0.116,0.884,1.584
1990,10,33,-9.9,15.75,regolith_plain,0.548,5.14,55.0,-36.0,0.123,0.877,1.606
1991,11,33,-12.3,19.56,regolith_plain,0.499,4.07,51.8,-36.6,0.161,0.839,1.627
1992,12,33,-16.25,22.12,regolith_plain,0.481,3.16,47.1,-35.1,0.148,0.852,1.74
1993,13,33,-23.68,13.24,regolith_plain,0.456,3.82,61.2,-32.4,0.106,0.894,1.379
1994,14,33,-23.6,11.3,regolith_plain,0.453,3.45,58.1,-33.2,0.087,0.913,1.276
1995,15,33,-26.42,12.12,regolith_plain,0.458,2.66,59.0,-33.3,0.104,0.896,1.283
1996,16,33,-29.56,9.56,regolith_plain,0.435,2.76,61.3,-34.6,0.082,0.918,1.235
1997,17,33,-26.93,10.98,regolith_plain,0.426,3.6,57.4,-38.1,0.091,0.909,1.315
1998,18,33,-22.33,14.52,regolith_plain,0.471,6.0,50.8,-36.6,0.109,0.891,1.492
1999,19,33,-16.82,6.99,regolith_plain,0.492,10.06,75.6,-30.9,0.114,0.886,1.357
2000,20,33,-18.47,18.74,regolith_plain,0.536,10.23,46.7,-32.9,0.162,0.838,1.706
2001,21,33,-22.26,27.27,regolith_plain,0.581,8.9,36.0,-37.9,0.2,0.8,2.06
2002,22,33,-26.11,34.85,rock_field,0.632,7.71,34.3,-41.2,0.368,0.632,3.934
2003,23,33,-28.96,35.68,rock_field,0.667,7.53,32.3,-42.9,0.379,0.621,3.825
2004,24,33,-29.21,37.66,rock_field,0.708,7.47,20.1,-49.0,0.409,0.591,4.31
