route_id,vehicle_type,route_type,start_x,start_y,end_x,end_y,num_cells,distance_km,avg_slope_deg,max_slope_deg,avg_rock_density,pct_high_hazard_cells,dominant_terrain,payload_kg,payload_fraction_of_max,battery_capacity_wh,total_energy_wh,energy_margin_pct,safety_score,mission_success
752,swarm_builder,naive,25,59,41,10,99,2.399,16.32,41.99,0.623,0.364,regolith_plain,2.5,0.167,1200.0,3958.7,-229.89,0.581,0
753,cargo_hauler,naive,53,53,43,1,89,2.174,12.4,58.48,0.596,0.348,regolith_plain,378.8,0.631,14000.0,6600.4,52.85,0.622,1
754,crew_transport,optimized,17,44,1,12,34,0.851,8.69,18.49,0.574,0.029,regolith_plain,57.5,0.23,9500.0,1507.7,84.13,0.846,1
755,swarm_builder,optimized,43,44,56,3,42,1.011,9.9,25.33,0.586,0.262,regolith_plain,5.9,0.393,1200.0,1357.8,-13.15,0.708,0
756,cargo_hauler,optimized,58,25,3,16,59,1.458,9.01,21.47,0.609,0.153,regolith_plain,470.1,0.784,14000.0,4242.3,69.7,0.765,1
757,swarm_builder,optimized,55,40,35,4,39,0.975,9.02,24.75,0.559,0.077,regolith_plain,9.2,0.613,1200.0,1409.5,-17.46,0.823,0
758,cargo_hauler,optimized,3,56,18,31,26,0.657,9.59,20.72,0.465,0.038,regolith_plain,398.8,0.665,14000.0,1565.5,88.82,0.857,1
759,crew_transport,optimized,52,12,21,53,44,1.133,9.44,25.7,0.51,0.136,regolith_plain,65.8,0.263,9500.0,1978.9,79.17,0.78,1
760,swarm_builder,optimized,37,29,7,8,37,0.911,7.87,19.28,0.685,0.216,regolith_plain,2.5,0.167,1200.0,1216.4,-1.37,0.744,0
761,swarm_builder,optimized,28,30,2,29,181,3.691,20.55,28.75,0.543,0.994,regolith_plain,7.9,0.527,1200.0,6824.9,-468.74,0.249,0
762,crew_transport,naive,1,14,18,50,63,1.497,11.25,25.59,0.52,0.095,regolith_plain,201.1,0.804,9500.0,3602.1,62.08,0.791,1
763,swarm_builder,optimized,4,19,47,10,44,1.067,9.04,19.32,0.634,0.023,regolith_plain,2.3,0.153,1200.0,1296.1,-8.01,0.856,0
764,light_scout,naive,16,19,31,31,33,0.831,20.1,34.44,0.726,0.848,rock_field,26.9,0.672,3500.0,2516.5,28.1,0.229,0
765,crew_transport,optimized,40,17,46,35,21,0.499,7.33,21.17,0.521,0.048,regolith_plain,244.0,0.976,9500.0,1063.2,88.81,0.848,1
766,swarm_builder,naive,52,7,23,6,41,1.015,16.07,57.74,0.597,0.195,regolith_plain,11.4,0.76,1200.0,2047.3,-70.61,0.699,0
767,crew_transport,optimized,44,28,52,44,17,0.419,7.52,17.37,0.605,0.0,regolith_plain,72.5,0.29,9500.0,703.9,92.59,0.906,1
768,cargo_hauler,naive,44,9,51,36,42,0.961,8.79,21.06,0.511,0.143,regolith_plain,83.4,0.139,14000.0,1948.5,86.08,0.772,1
769,cargo_hauler,optimized,24,9,34,45,43,1.055,9.57,26.4,0.68,0.209,regolith_plain,405.9,0.676,14000.0,3190.6,77.21,0.713,1
770,swarm_builder,naive,31,36,31,2,53,1.255,16.5,43.35,0.628,0.472,regolith_plain,5.5,0.367,1200.0,2344.3,-95.36,0.512,0
771,swarm_builder,optimized,17,16,30,39,73,1.622,10.98,34.83,0.698,0.233,regolith_plain,8.8,0.587,1200.0,2900.8,-141.73,0.682,0
772,cargo_hauler,optimized,51,57,16,3,62,1.568,9.32,27.14,0.675,0.113,regolith_plain,117.0,0.195,14000.0,3499.9,75.0,0.801,1
773,cargo_hauler,optimized,5,56,32,35,29,0.759,9.45,22.61,0.48,0.138,regolith_plain,244.1,0.407,14000.0,1690.8,87.92,0.786,1
774,crew_transport,optimized,40,17,15,22,31,0.733,10.24,25.81,0.66,0.323,regolith_plain,192.1,0.768,9500.0,1827.6,80.76,0.665,1
775,crew_transport,naive,33,19,30,1,32,0.769,10.51,21.46,0.658,0.281,regolith_plain,207.5,0.83,9500.0,1985.9,79.1,0.698,1
776,cargo_hauler,naive,31,25,51,6,54,1.325,17.2,43.84,0.614,0.519,regolith_plain,227.6,0.379,14000.0,4112.9,70.62,0.467,0
777,swarm_builder,optimized,59,14,8,34,54,1.375,9.27,24.43,0.486,0.167,regolith_plain,14.2,0.947,1200.0,2139.6,-78.3,0.76,0
778,swarm_builder,optimized,33,48,56,22,29,0.734,8.2,17.34,0.647,0.31,regolith_plain,11.0,0.733,1200.0,1273.9,-6.16,0.667,0
779,swarm_builder,optimized,28,29,59,29,86,1.866,18.0,34.18,0.612,0.395,regolith_plain,5.7,0.38,1200.0,2935.5,-144.62,0.601,0
780,crew_transport,naive,36,42,6,14,66,1.573,13.98,37.11,0.712,0.485,crater_floor,93.5,0.374,9500.0,4466.6,52.98,0.489,0
781,crew_transport,naive,49,6,45,45,66,1.631,8.78,20.07,0.59,0.288,regolith_plain,151.5,0.606,9500.0,3649.2,61.59,0.677,1
782,crew_transport,optimized,11,56,52,41,47,1.185,8.73,22.23,0.615,0.191,regolith_plain,147.6,0.59,9500.0,2634.6,72.27,0.753,1
783,light_scout,optimized,51,13,6,6,46,1.157,6.41,23.0,0.617,0.065,regolith_plain,32.8,0.82,3500.0,2015.4,42.42,0.851,1
784,crew_transport,optimized,59,23,55,2,22,0.519,11.12,21.56,0.55,0.409,regolith_plain,186.4,0.746,9500.0,1264.8,86.69,0.595,1
785,cargo_hauler,naive,32,22,2,13,41,0.974,11.13,32.08,0.729,0.39,crater_floor,101.7,0.17,14000.0,2703.5,80.69,0.583,1
786,cargo_hauler,naive,57,25,3,42,79,1.883,10.14,25.6,0.483,0.177,regolith_plain,174.7,0.291,14000.0,4074.0,70.9,0.756,1
787,cargo_hauler,optimized,19,51,54,35,39,1.0,8.28,22.23,0.605,0.077,regolith_plain,147.7,0.246,14000.0,2158.7,84.58,0.821,1
788,light_scout,optimized,37,19,47,34,17,0.428,11.39,28.45,0.525,0.176,regolith_plain,13.5,0.338,3500.0,588.4,83.19,0.75,1
789,light_scout,optimized,1,9,39,49,49,1.225,9.08,19.95,0.635,0.245,regolith_plain,39.5,0.988,3500.0,2595.6,25.84,0.701,1
790,light_scout,naive,9,27,51,55,77,1.901,10.28,28.54,0.591,0.312,regolith_plain,13.4,0.335,3500.0,3088.0,11.77,0.669,1
791,crew_transport,naive,4,8,3,42,57,1.36,10.97,31.44,0.697,0.281,regolith_plain,101.1,0.404,9500.0,3219.9,66.11,0.681,1
792,light_scout,naive,30,51,42,24,53,1.247,11.14,23.93,0.693,0.585,rock_field,9.1,0.227,3500.0,2485.0,29.0,0.439,0
793,crew_transport,optimized,30,38,45,42,22,0.536,7.8,19.39,0.696,0.136,regolith_plain,50.8,0.203,9500.0,976.5,89.72,0.801,1
794,swarm_builder,naive,54,10,23,3,44,1.034,9.15,28.23,0.565,0.114,regolith_plain,10.4,0.693,1200.0,1460.2,-21.68,0.804,0
795,crew_transport,naive,23,48,42,25,44,1.017,10.25,22.23,0.555,0.114,regolith_plain,201.3,0.805,9500.0,2417.3,74.55,0.784,1
796,crew_transport,naive,45,12,36,58,86,2.065,11.46,43.99,0.681,0.547,regolith_plain,169.6,0.678,9500.0,6046.3,36.35,0.483,0
797,cargo_hauler,optimized,10,42,26,16,31,0.766,9.29,22.48,0.591,0.323,regolith_plain,97.3,0.162,14000.0,1858.9,86.72,0.649,1
798,light_scout,optimized,17,38,51,8,43,1.089,11.6,26.25,0.538,0.302,regolith_plain,27.5,0.688,3500.0,1958.3,44.05,0.673,1
799,swarm_builder,optimized,35,42,4,6,181,4.089,19.45,27.31,0.704,0.945,regolith_plain,11.5,0.767,1200.0,8886.0,-640.5,0.261,0
800,crew_transport,optimized,34,50,49,5,47,1.202,9.21,26.25,0.588,0.234,regolith_plain,123.4,0.494,9500.0,2619.8,72.42,0.717,1
801,light_scout,optimized,15,44,59,38,46,1.14,10.61,23.53,0.559,0.152,regolith_plain,21.2,0.53,3500.0,1850.4,47.13,0.771,1
802,swarm_builder,naive,10,39,24,7,59,1.442,12.22,31.68,0.609,0.322,regolith_plain,7.2,0.48,1200.0,2512.0,-109.33,0.631,0
803,swarm_builder,optimized,38,46,23,37,18,0.415,9.46,22.61,0.65,0.556,regolith_plain,2.6,0.173,1200.0,623.7,48.02,0.499,0
804,crew_transport,optimized,26,43,53,44,28,0.714,10.2,22.51,0.714,0.179,regolith_plain,82.5,0.33,9500.0,1565.9,83.52,0.744,1
805,light_scout,naive,16,54,47,17,64,1.567,12.01,36.87,0.493,0.266,regolith_plain,24.7,0.617,3500.0,2819.5,19.44,0.68,1
806,light_scout,optimized,14,44,31,7,45,1.112,8.61,18.62,0.61,0.2,regolith_plain,29.5,0.738,3500.0,1962.7,43.92,0.748,1
807,cargo_hauler,optimized,14,58,17,4,56,1.398,9.64,26.05,0.533,0.036,regolith_plain,396.2,0.66,14000.0,3442.7,75.41,0.848,1
808,crew_transport,optimized,21,55,42,15,42,1.052,8.82,25.7,0.507,0.119,regolith_plain,81.9,0.328,9500.0,1890.9,80.1,0.799,1
809,cargo_hauler,optimized,14,53,19,29,181,3.923,7.61,25.56,0.465,0.083,regolith_plain,449.3,0.749,14000.0,9482.7,32.27,0.826,1
810,cargo_hauler,optimized,2,6,28,2,31,0.699,5.76,16.31,0.673,0.065,regolith_plain,83.6,0.139,14000.0,1301.6,90.7,0.867,1
811,swarm_builder,naive,47,10,36,51,70,1.653,10.43,21.63,0.645,0.414,regolith_plain,2.5,0.167,1200.0,2485.6,-107.13,0.571,0
812,light_scout,optimized,32,57,51,53,181,4.172,20.55,27.02,0.703,0.309,regolith_plain,34.5,0.862,3500.0,9569.9,-173.43,0.635,0
813,light_scout,optimized,4,18,24,57,40,0.979,10.32,25.4,0.52,0.175,regolith_plain,24.9,0.622,3500.0,1605.5,54.13,0.756,1
814,swarm_builder,optimized,45,14,51,52,39,0.926,9.49,17.73,0.572,0.128,regolith_plain,12.3,0.82,1200.0,1426.6,-18.88,0.803,0
815,swarm_builder,naive,8,22,57,17,85,2.011,16.69,37.87,0.657,0.729,regolith_plain,2.1,0.14,1200.0,3825.9,-218.82,0.322,0
816,crew_transport,optimized,18,3,18,44,42,1.002,7.96,16.45,0.542,0.143,regolith_plain,150.7,0.603,9500.0,2012.4,78.82,0.794,1
817,swarm_builder,optimized,4,41,45,2,50,1.287,9.91,19.56,0.596,0.26,regolith_plain,8.6,0.573,1200.0,2012.9,-67.74,0.696,0
818,swarm_builder,optimized,0,36,41,52,43,1.064,7.3,20.68,0.578,0.14,regolith_plain,8.5,0.567,1200.0,1477.0,-23.08,0.8,0
819,cargo_hauler,naive,27,19,50,16,40,0.921,8.82,26.4,0.555,0.35,regolith_plain,127.1,0.212,14000.0,2148.1,84.66,0.628,1
820,light_scout,naive,24,8,53,7,39,0.942,10.21,21.43,0.568,0.179,regolith_plain,27.4,0.685,3500.0,1696.1,51.54,0.754,1
821,crew_transport,optimized,14,44,19,12,36,0.849,8.89,16.07,0.567,0.167,regolith_plain,75.2,0.301,9500.0,1539.6,83.79,0.767,1
822,swarm_builder,optimized,19,38,37,35,20,0.43,9.3,22.61,0.488,0.15,regolith_plain,8.2,0.547,1200.0,591.4,50.72,0.763,1
823,swarm_builder,optimized,21,52,21,30,62,1.427,13.92,29.88,0.507,0.371,regolith_plain,9.3,0.62,1200.0,2276.4,-89.7,0.623,0
824,cargo_hauler,optimized,6,6,17,21,181,4.221,8.98,17.22,0.715,0.193,regolith_plain,293.4,0.489,14000.0,10683.8,23.69,0.731,1
825,cargo_hauler,naive,20,49,12,32,44,1.059,10.9,22.12,0.473,0.091,regolith_plain,233.1,0.388,14000.0,2329.8,83.36,0.797,1
826,swarm_builder,naive,14,52,28,25,53,1.297,17.48,35.68,0.544,0.623,regolith_plain,1.5,0.1,1200.0,2010.6,-67.55,0.437,0
827,cargo_hauler,optimized,56,45,43,25,21,0.508,8.05,16.14,0.566,0.0,regolith_plain,300.3,0.501,14000.0,1130.6,91.92,0.897,1
828,crew_transport,optimized,41,34,43,2,33,0.839,8.98,20.96,0.52,0.182,regolith_plain,152.7,0.611,9500.0,1745.8,81.62,0.75,1
829,crew_transport,naive,34,57,56,12,97,2.276,10.94,40.93,0.645,0.557,regolith_plain,206.1,0.824,9500.0,6924.1,27.11,0.48,0
830,light_scout,naive,24,47,19,24,45,1.095,16.81,36.36,0.558,0.622,regolith_plain,16.2,0.405,3500.0,2190.6,37.41,0.439,0
831,swarm_builder,naive,47,7,6,30,68,1.68,18.04,37.87,0.614,0.574,regolith_plain,10.5,0.7,1200.0,3824.3,-218.69,0.438,0
832,light_scout,optimized,6,12,23,28,181,4.172,10.88,27.25,0.514,0.249,regolith_plain,16.5,0.412,3500.0,6780.1,-93.72,0.707,0
833,light_scout,optimized,29,35,43,28,15,0.355,6.96,12.58,0.519,0.0,regolith_plain,11.0,0.275,3500.0,456.5,86.96,0.87,1
834,crew_transport,optimized,5,56,11,41,16,0.383,11.74,22.48,0.449,0.125,regolith_plain,218.1,0.872,9500.0,813.0,91.44,0.816,1
835,cargo_hauler,optimized,56,20,40,55,36,0.915,7.78,17.77,0.604,0.028,regolith_plain,344.3,0.574,14000.0,2094.7,85.04,0.875,1
836,light_scout,naive,26,38,35,14,30,0.713,19.86,43.79,0.618,0.6,regolith_plain,36.4,0.91,3500.0,1987.4,43.22,0.428,0
837,cargo_hauler,optimized,52,16,11,48,43,1.13,8.77,19.74,0.456,0.209,regolith_plain,499.7,0.833,14000.0,2910.4,79.21,0.737,1
838,crew_transport,naive,0,17,46,26,83,1.996,13.09,39.17,0.654,0.361,regolith_plain,33.0,0.132,9500.0,4538.5,52.23,0.591,1
839,crew_transport,optimized,54,38,5,45,52,1.277,10.3,23.53,0.595,0.288,regolith_plain,101.7,0.407,9500.0,2892.2,69.56,0.671,1
840,crew_transport,naive,24,55,48,26,62,1.502,12.82,43.13,0.657,0.403,regolith_plain,59.7,0.239,9500.0,3606.8,62.03,0.569,1
841,swarm_builder,naive,30,0,10,37,77,1.827,9.73,24.89,0.591,0.078,regolith_plain,6.9,0.46,1200.0,2578.4,-114.87,0.819,0
842,light_scout,optimized,27,23,40,53,33,0.831,11.96,30.56,0.656,0.455,regolith_plain,15.2,0.38,3500.0,1507.4,56.93,0.57,1
843,light_scout,optimized,6,15,0,45,31,0.749,6.88,18.82,0.664,0.032,regolith_plain,18.7,0.467,3500.0,1128.8,67.75,0.879,1
844,swarm_builder,naive,39,10,1,38,83,2.038,11.98,29.57,0.643,0.337,regolith_plain,13.3,0.887,1200.0,3969.3,-230.78,0.64,0
845,crew_transport,optimized,14,31,0,0,36,0.882,9.47,17.62,0.656,0.111,regolith_plain,248.8,0.995,9500.0,2407.9,74.65,0.785,1
846,light_scout,optimized,37,50,28,5,49,1.192,9.61,21.47,0.674,0.204,regolith_plain,39.7,0.992,3500.0,2469.4,29.45,0.737,1
847,cargo_hauler,naive,48,15,54,0,43,1.047,13.02,28.23,0.632,0.512,regolith_plain,599.3,0.999,14000.0,4039.9,71.14,0.501,1
848,swarm_builder,optimized,20,6,48,38,39,0.975,10.23,23.16,0.612,0.103,regolith_plain,3.2,0.213,1200.0,1182.6,1.45,0.806,0
849,cargo_hauler,optimized,40,55,7,47,38,0.939,9.11,17.81,0.581,0.158,regolith_plain,533.9,0.89,14000.0,2605.9,81.39,0.778,1
850,light_scout,optimized,43,39,25,53,23,0.556,11.63,25.95,0.755,0.522,regolith_plain,35.7,0.893,3500.0,1444.7,58.72,0.508,1
851,crew_transport,naive,5,59,9,25,64,1.6,9.29,19.24,0.476,0.031,regolith_plain,237.7,0.951,9500.0,3560.3,62.52,0.859,1
852,crew_transport,naive,2,12,47,18,64,1.591,10.44,25.81,0.646,0.266,regolith_plain,89.7,0.359,9500.0,3383.7,64.38,0.695,1
853,crew_transport,naive,55,12,16,13,64,1.517,12.55,28.11,0.647,0.438,regolith_plain,34.4,0.138,9500.0,3117.2,67.19,0.577,1
854,crew_transport,optimized,16,31,34,57,181,3.94,9.52,24.6,0.714,0.127,regolith_plain,50.6,0.202,9500.0,7135.2,24.89,0.796,1
855,light_scout,naive,58,55,5,32,90,2.252,10.3,20.3,0.614,0.333,regolith_plain,22.5,0.562,3500.0,4087.3,-16.78,0.652,0
856,light_scout,optimized,2,40,29,20,59,1.467,7.85,19.56,0.672,0.254,regolith_plain,39.5,0.988,3500.0,3213.6,8.18,0.716,1
857,light_scout,naive,15,22,2,51,53,1.239,9.83,22.23,0.476,0.057,regolith_plain,23.1,0.578,3500.0,1883.2,46.19,0.837,1
858,swarm_builder,naive,3,13,33,46,74,1.758,13.88,34.34,0.635,0.392,regolith_plain,4.3,0.287,1200.0,3004.8,-150.4,0.569,0
859,swarm_builder,optimized,40,34,12,56,29,0.759,10.56,25.59,0.552,0.138,regolith_plain,6.0,0.4,1200.0,996.0,17.0,0.78,1
860,light_scout,naive,6,27,19,46,40,0.971,11.55,22.23,0.473,0.025,regolith_plain,21.3,0.532,3500.0,1506.3,56.96,0.837,1
861,cargo_hauler,optimized,40,57,46,15,43,1.089,7.31,21.06,0.572,0.07,regolith_plain,581.1,0.968,14000.0,2885.2,79.39,0.847,1
862,light_scout,optimized,13,18,9,40,23,0.573,10.6,19.22,0.509,0.043,regolith_plain,5.8,0.145,3500.0,741.1,78.83,0.835,1
863,crew_transport,naive,20,33,10,15,29,0.676,15.29,35.73,0.628,0.517,regolith_plain,47.9,0.192,9500.0,1736.6,81.72,0.486,0
864,cargo_hauler,naive,13,49,28,1,84,2.008,13.84,35.48,0.606,0.405,regolith_plain,269.4,0.449,14000.0,6086.0,56.53,0.567,1
865,cargo_hauler,naive,53,48,27,24,60,1.404,11.31,37.46,0.675,0.233,regolith_plain,440.6,0.734,14000.0,4451.6,68.2,0.709,1
866,crew_transport,naive,56,46,37,10,59,1.433,11.87,29.57,0.515,0.237,regolith_plain,79.5,0.318,9500.0,2807.5,70.45,0.715,1
867,swarm_builder,naive,3,17,58,8,99,2.424,12.65,56.63,0.63,0.303,regolith_plain,12.6,0.84,1200.0,4850.4,-304.2,0.644,0
868,crew_transport,naive,36,6,12,17,32,0.786,9.87,19.29,0.686,0.125,regolith_plain,85.2,0.341,9500.0,1617.1,82.98,0.795,1
869,light_scout,naive,27,51,2,45,45,1.104,13.61,25.59,0.471,0.067,regolith_plain,39.4,0.985,3500.0,2057.4,41.22,0.809,1
870,swarm_builder,naive,14,28,6,1,46,1.115,8.9,18.16,0.679,0.261,regolith_plain,1.6,0.107,1200.0,1481.8,-23.48,0.683,0
871,light_scout,optimized,58,55,25,33,181,4.022,16.07,25.07,0.611,0.718,regolith_plain,36.4,0.91,3500.0,9130.5,-160.87,0.417,0
872,swarm_builder,optimized,23,19,37,57,47,1.119,14.16,34.78,0.703,0.511,regolith_plain,6.7,0.447,1200.0,1991.2,-65.93,0.521,0
873,light_scout,naive,22,32,57,12,69,1.749,13.58,37.66,0.58,0.333,regolith_plain,28.7,0.718,3500.0,3893.6,-11.25,0.612,0
874,cargo_hauler,optimized,2,29,25,21,46,1.066,11.01,33.2,0.7,0.609,regolith_plain,410.5,0.684,14000.0,3726.9,73.38,0.448,0
875,swarm_builder,naive,8,30,31,17,51,1.249,15.11,35.48,0.657,0.51,regolith_plain,7.3,0.487,1200.0,2615.4,-117.95,0.459,0
876,light_scout,naive,14,8,45,40,68,1.605,12.36,43.79,0.671,0.294,regolith_plain,5.4,0.135,3500.0,2629.4,24.87,0.67,1
877,cargo_hauler,optimized,8,39,39,12,43,1.022,10.01,27.8,0.608,0.326,regolith_plain,204.7,0.341,14000.0,2609.0,81.36,0.646,1
878,light_scout,optimized,34,19,46,47,29,0.709,8.15,23.16,0.637,0.0,regolith_plain,19.8,0.495,3500.0,1058.1,69.77,0.878,1
879,swarm_builder,naive,34,50,7,11,64,1.55,10.29,26.0,0.614,0.297,regolith_plain,2.6,0.173,1200.0,2081.8,-73.48,0.668,0
880,cargo_hauler,naive,45,45,54,19,41,0.941,11.9,23.53,0.618,0.561,regolith_plain,152.2,0.254,14000.0,2487.3,82.23,0.512,1
881,swarm_builder,optimized,16,46,43,10,181,4.727,21.69,28.82,0.705,0.939,regolith_plain,14.9,0.993,1200.0,10772.8,-797.73,0.296,0
882,light_scout,optimized,17,20,10,42,23,0.564,11.19,22.48,0.523,0.13,regolith_plain,23.4,0.585,3500.0,903.0,74.2,0.774,1
883,cargo_hauler,naive,44,10,31,57,97,2.268,11.1,37.26,0.636,0.371,regolith_plain,519.0,0.865,14000.0,7987.2,42.95,0.6,1
884,cargo_hauler,optimized,40,17,7,3,34,0.859,9.67,25.81,0.626,0.265,regolith_plain,464.6,0.774,14000.0,2363.1,83.12,0.721,1
885,cargo_hauler,optimized,10,10,23,56,50,1.212,10.02,25.4,0.548,0.12,regolith_plain,389.3,0.649,14000.0,2972.5,78.77,0.794,1
886,light_scout,optimized,13,52,17,32,22,0.528,9.55,20.27,0.451,0.045,regolith_plain,31.4,0.785,3500.0,851.6,75.67,0.833,1
887,crew_transport,naive,31,42,49,37,24,0.51,13.73,23.93,0.773,0.583,rock_field,149.3,0.597,9500.0,1696.2,82.15,0.428,0
888,swarm_builder,optimized,45,35,6,49,48,1.172,9.09,18.76,0.627,0.188,regolith_plain,11.5,0.767,1200.0,1902.5,-58.54,0.751,0
889,cargo_hauler,naive,55,40,21,51,56,1.365,9.41,35.06,0.684,0.375,regolith_plain,524.6,0.874,14000.0,4669.9,66.64,0.638,1
890,cargo_hauler,naive,42,45,12,12,74,1.808,14.49,32.58,0.732,0.662,rock_field,273.5,0.456,14000.0,6812.0,51.34,0.376,0
891,cargo_hauler,naive,17,10,11,52,67,1.569,11.04,25.6,0.516,0.075,regolith_plain,285.6,0.476,14000.0,3659.4,73.86,0.815,1
892,light_scout,optimized,27,5,0,27,38,0.955,10.15,26.08,0.659,0.079,regolith_plain,20.6,0.515,3500.0,1517.7,56.64,0.836,1
893,light_scout,optimized,44,9,54,43,37,0.869,7.56,15.73,0.497,0.108,regolith_plain,17.0,0.425,3500.0,1218.6,65.18,0.821,1
894,cargo_hauler,optimized,46,44,0,37,50,1.262,7.56,19.33,0.575,0.18,regolith_plain,110.2,0.184,14000.0,2675.6,80.89,0.758,1
895,light_scout,optimized,7,50,59,41,60,1.462,8.06,22.23,0.565,0.133,regolith_plain,12.1,0.302,3500.0,2075.9,40.69,0.805,1
896,swarm_builder,optimized,56,48,2,17,68,1.738,10.59,27.14,0.598,0.147,regolith_plain,13.5,0.9,1200.0,2910.9,-142.58,0.769,0
897,light_scout,optimized,26,33,2,41,49,1.175,18.6,29.83,0.531,0.633,regolith_plain,9.5,0.238,3500.0,1961.8,43.95,0.46,0
898,swarm_builder,optimized,7,0,44,22,48,1.139,7.66,26.4,0.657,0.167,regolith_plain,13.6,0.907,1200.0,1863.5,-55.29,0.776,0
899,swarm_builder,naive,21,59,39,0,94,2.241,16.88,58.48,0.561,0.447,regolith_plain,14.7,0.98,1200.0,4887.9,-307.32,0.551,0
900,swarm_builder,optimized,19,22,40,19,32,0.761,9.89,27.32,0.691,0.406,regolith_plain,13.6,0.907,1200.0,1428.6,-19.05,0.605,0
901,cargo_hauler,naive,55,42,43,27,30,0.713,7.82,19.74,0.48,0.0,regolith_plain,365.3,0.609,14000.0,1529.3,89.08,0.902,1
902,crew_transport,optimized,36,52,4,42,34,0.867,8.31,19.33,0.5,0.206,regolith_plain,130.5,0.522,9500.0,1715.8,81.94,0.742,1
903,swarm_builder,optimized,44,6,17,44,42,1.069,12.61,27.87,0.545,0.405,regolith_plain,3.1,0.207,1200.0,1401.1,-16.76,0.606,0
904,cargo_hauler,optimized,28,33,33,16,30,0.688,20.61,35.56,0.707,0.833,regolith_plain,164.3,0.274,14000.0,2111.6,84.92,0.321,0
905,swarm_builder,optimized,49,7,59,55,68,1.613,9.7,26.86,0.486,0.191,regolith_plain,5.4,0.36,1200.0,2067.4,-72.28,0.759,0
906,cargo_hauler,naive,26,45,29,21,36,0.816,18.29,35.42,0.647,0.611,regolith_plain,191.4,0.319,14000.0,2844.6,79.68,0.403,0
907,light_scout,optimized,31,13,27,31,181,3.907,13.79,21.44,0.711,0.099,regolith_plain,31.5,0.788,3500.0,7836.5,-123.9,0.766,0
908,swarm_builder,naive,47,48,9,46,53,1.272,10.01,20.02,0.617,0.283,regolith_plain,14.2,0.947,1200.0,2306.7,-92.22,0.689,0
909,swarm_builder,optimized,52,9,58,49,41,1.015,10.27,26.16,0.41,0.122,regolith_plain,10.8,0.72,1200.0,1420.1,-18.34,0.788,0
910,light_scout,optimized,24,20,50,43,35,0.887,15.26,34.44,0.664,0.571,regolith_plain,5.4,0.135,3500.0,1514.2,56.74,0.482,0
911,swarm_builder,naive,11,22,48,39,66,1.607,14.73,37.46,0.632,0.394,regolith_plain,10.5,0.7,1200.0,3222.1,-168.51,0.581,0
912,crew_transport,naive,17,15,18,45,48,1.122,9.94,16.2,0.548,0.021,regolith_plain,101.9,0.408,9500.0,2120.1,77.68,0.838,1
913,swarm_builder,naive,56,30,41,40,22,0.536,8.93,17.18,0.55,0.045,regolith_plain,3.9,0.26,1200.0,627.7,47.69,0.856,1
914,light_scout,naive,13,12,11,52,67,1.585,11.61,25.99,0.526,0.06,regolith_plain,33.8,0.845,3500.0,2849.0,18.6,0.813,1
915,cargo_hauler,naive,23,13,51,7,46,1.107,10.51,22.41,0.605,0.217,regolith_plain,178.6,0.298,14000.0,2630.2,81.21,0.722,1
916,light_scout,optimized,17,52,11,6,54,1.333,9.68,31.78,0.57,0.093,regolith_plain,30.0,0.75,3500.0,2330.8,33.41,0.808,1
917,crew_transport,optimized,38,10,32,32,23,0.556,13.14,23.66,0.636,0.348,regolith_plain,58.6,0.234,9500.0,1077.0,88.66,0.646,1
918,crew_transport,optimized,20,45,33,12,42,1.011,10.92,21.68,0.598,0.333,regolith_plain,172.2,0.689,9500.0,2381.3,74.93,0.674,1
919,light_scout,naive,17,3,38,46,85,2.061,14.4,34.55,0.668,0.482,regolith_plain,33.3,0.832,3500.0,5008.1,-43.09,0.52,0
920,swarm_builder,optimized,33,37,53,1,41,1.065,10.2,26.16,0.56,0.268,regolith_plain,4.1,0.273,1200.0,1388.0,-15.67,0.695,0
921,swarm_builder,optimized,59,43,4,6,63,1.571,7.03,17.34,0.639,0.111,regolith_plain,2.0,0.133,1200.0,1790.7,-49.22,0.824,0
922,cargo_hauler,naive,2,39,42,22,86,2.114,13.81,43.84,0.583,0.291,regolith_plain,538.5,0.898,14000.0,7012.7,49.91,0.667,1
923,cargo_hauler,optimized,31,40,0,59,33,0.806,10.72,24.97,0.49,0.061,regolith_plain,451.2,0.752,14000.0,1990.6,85.78,0.828,1
924,light_scout,optimized,8,27,29,8,27,0.669,8.18,16.03,0.65,0.111,regolith_plain,23.8,0.595,3500.0,1157.0,66.94,0.806,1
925,cargo_hauler,naive,0,7,1,58,85,2.094,8.81,25.1,0.636,0.212,regolith_plain,89.3,0.149,14000.0,4698.7,66.44,0.736,1
926,light_scout,optimized,42,31,57,47,18,0.456,7.62,16.68,0.597,0.056,regolith_plain,13.2,0.33,3500.0,623.0,82.2,0.865,1
927,swarm_builder,naive,44,37,12,35,48,1.097,17.07,35.41,0.554,0.396,regolith_plain,2.3,0.153,1200.0,1882.5,-56.88,0.545,0
928,swarm_builder,naive,8,56,20,25,50,1.245,12.92,35.73,0.507,0.24,regolith_plain,13.6,0.907,1200.0,2218.2,-84.85,0.708,0
929,light_scout,naive,46,54,56,32,32,0.794,10.06,22.51,0.634,0.25,regolith_plain,20.7,0.518,3500.0,1309.1,62.6,0.721,1
930,swarm_builder,naive,38,23,14,15,39,0.959,12.88,26.95,0.676,0.333,regolith_plain,5.9,0.393,1200.0,1461.5,-21.79,0.647,0
