day,sol,crew_size,activity_level,dust_storm_flag,solar_availability,o2_consumption_kg,co2_production_kg,water_use_kg,food_kg,waste_kg,o2_recovery_efficiency,water_recovery_efficiency,net_o2_makeup_kg,net_water_makeup_kg,greenhouse_ventilation_m3_per_h,cabin_co2_ppm_proxy
465,465,100,1.15,0,0.889,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,906
466,466,100,1.15,0,0.944,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,909
467,467,100,0.9,0,0.979,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,763
468,468,100,0.9,0,0.931,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,763
469,469,100,1.15,0,0.829,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,907
470,470,100,1.15,0,0.915,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,938
471,471,100,1.15,0,0.989,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,862
472,472,100,1.15,0,0.893,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,899
473,473,100,1.15,0,0.827,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,872
474,474,100,0.9,0,0.928,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,790
475,475,100,0.9,0,0.906,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,770
476,476,100,1.15,0,0.984,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,918
477,477,100,1.15,0,0.889,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,870
478,478,100,1.15,0,0.88,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,872
479,479,100,1.15,0,0.839,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,927
480,480,100,1.15,0,0.887,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,861
481,481,100,0.9,0,0.899,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,781
482,482,100,0.9,0,0.916,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,809
483,483,100,1.15,0,0.906,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,884
484,484,100,1.15,0,0.87,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,910
485,485,100,1.15,0,0.906,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,926
486,486,100,1.15,0,0.941,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,916
487,487,100,1.15,0,0.884,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,927
488,488,100,0.9,0,1.0,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,816
489,489,100,0.9,0,0.883,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,838
490,490,100,1.15,0,0.891,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,862
491,491,100,1.15,0,0.992,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,895
492,492,100,1.15,0,0.961,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,931
493,493,100,1.15,0,0.947,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,900
494,494,100,1.15,0,0.956,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,891
495,495,100,0.9,0,0.897,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,792
496,496,100,0.9,0,0.961,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,779
497,497,100,1.15,0,0.826,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,921
498,498,100,1.15,0,0.852,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,878
499,499,100,1.15,0,0.867,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,938
500,500,100,1.15,0,0.925,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,898
501,501,100,1.15,0,0.929,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,917
502,502,100,0.9,0,1.0,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,770
503,503,100,0.9,0,0.879,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,760
504,504,100,1.15,0,0.848,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,887
505,505,100,1.15,0,0.997,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,878
506,506,100,1.15,0,0.864,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,882
507,507,100,1.15,0,0.902,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,865
508,508,100,1.15,0,0.891,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,913
509,509,100,0.9,0,0.985,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,764
510,510,100,0.9,0,0.931,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,770
511,511,100,1.15,0,1.0,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,915
512,512,100,1.15,0,0.88,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,938
513,513,100,1.15,0,0.851,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,923
514,514,100,1.15,0,0.997,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,873
515,515,100,1.15,0,0.766,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,913
516,516,100,0.9,0,0.853,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,772
517,517,100,0.9,0,0.829,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,809
518,518,100,1.15,0,0.915,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,879
519,519,100,1.15,0,0.948,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,872
520,520,100,1.15,0,1.0,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,868
521,521,100,1.15,0,0.872,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,900
522,522,100,1.15,0,0.876,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,906
523,523,100,0.9,0,0.797,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,767
524,524,100,0.9,0,0.932,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,836
525,525,100,1.15,0,0.925,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,936
526,526,100,1.15,0,0.986,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,921
527,527,100,1.15,0,0.984,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,919
528,528,100,1.15,0,0.93,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,930
529,529,100,1.15,0,0.894,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,939
530,530,100,0.9,0,1.0,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,839
531,531,100,0.9,0,0.881,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,835
532,532,100,1.15,0,1.0,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,915
533,533,100,1.15,0,0.945,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,893
534,534,100,1.15,0,0.868,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,888
535,535,100,1.15,0,1.0,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,916
536,536,100,1.15,0,0.937,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,932
537,537,100,0.9,0,0.903,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,760
538,538,100,0.9,0,0.912,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,796
539,539,100,1.15,0,0.939,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,906
540,540,100,1.15,0,0.886,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,889
541,541,100,1.15,0,0.943,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,886
542,542,100,1.15,0,0.99,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,927
543,543,100,1.15,0,0.887,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,918
544,544,100,0.9,0,0.909,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,819
545,545,100,0.9,0,0.95,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,798
546,546,100,1.15,0,0.956,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,930
547,547,100,1.15,0,0.982,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,890
548,548,100,1.15,0,0.889,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,878
549,549,100,1.15,0,0.861,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,920
550,550,100,1.15,0,0.912,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,864
551,551,100,0.9,0,0.949,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,764
552,552,100,0.9,0,0.9,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,793
553,553,100,1.15,0,0.834,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,885
554,554,100,1.15,0,0.947,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,927
555,555,100,1.15,0,0.913,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,918
556,556,100,1.15,0,0.978,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,918
557,557,100,1.15,0,0.98,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,871
558,558,100,0.9,0,0.869,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,825
559,559,100,0.9,0,0.878,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,761
560,560,100,1.15,0,0.993,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,928
561,561,100,1.15,0,0.87,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,914
562,562,100,1.15,0,0.982,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,938
563,563,100,1.15,0,0.877,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,906
564,564,100,1.15,0,0.946,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,909
565,565,100,0.9,0,0.883,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,791
566,566,100,0.9,0,0.913,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,772
567,567,100,1.15,0,0.868,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,909
568,568,100,1.15,0,0.919,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,864
569,569,100,1.15,0,0.969,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,862
570,570,100,1.15,0,0.857,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,925
571,571,100,1.15,0,0.902,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,884
572,572,100,0.9,0,0.884,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,791
573,573,100,0.9,0,0.953,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,811
574,574,100,1.15,0,0.94,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,886
575,575,100,1.15,0,0.902,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,869
576,576,100,1.15,0,0.906,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,928
577,577,100,1.15,0,0.874,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,936
578,578,100,1.15,0,1.0,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,890
579,579,100,0.9,0,0.858,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,793
580,580,100,0.9,0,0.951,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,813
581,581,100,1.15,0,0.879,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,863
582,582,100,1.15,0,0.943,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,908
583,583,100,1.15,0,0.827,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,889
584,584,100,1.15,0,0.896,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,896
585,585,100,1.15,0,0.888,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,874
586,586,100,0.9,0,0.944,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,772
587,587,100,0.9,0,0.938,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,794
588,588,100,1.15,0,0.934,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,864
589,589,100,1.15,0,0.88,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,887
590,590,100,1.15,0,0.977,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,913
591,591,100,1.15,0,0.919,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,909
592,592,100,1.15,0,0.935,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,893
593,593,100,0.9,0,0.898,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,788
594,594,100,0.9,0,0.928,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,816
595,595,100,1.15,0,0.814,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,906
596,596,100,1.15,0,0.89,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,939
597,597,100,1.15,0,0.841,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,931
598,598,100,1.15,0,0.945,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,866
599,599,100,1.15,0,0.889,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,927
600,600,100,0.9,0,0.91,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,828
601,601,100,0.9,0,0.921,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,768
602,602,100,1.15,0,0.914,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,879
603,603,100,1.15,0,0.993,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,900
604,604,100,1.15,0,0.879,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,896
605,605,100,1.15,0,0.882,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,893
606,606,100,1.15,0,0.921,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,911
607,607,100,0.9,0,0.969,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,824
608,608,100,0.9,0,0.897,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,766
609,609,100,1.15,0,0.934,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,908
610,610,100,1.15,0,0.926,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,914
611,611,100,1.15,0,0.919,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,930
612,612,100,1.15,0,0.876,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,937
613,613,100,1.15,0,0.992,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,920
614,614,100,0.9,0,0.889,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,782
615,615,100,0.9,0,0.968,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,839
616,616,100,1.15,0,0.882,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,939
617,617,100,1.15,0,0.847,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,933
618,618,100,1.15,0,0.941,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,896
619,619,100,1.15,0,0.964,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,894
620,620,100,1.15,0,0.922,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,871
621,621,100,0.9,0,0.86,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,797
622,622,100,0.9,0,0.93,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,819
623,623,100,1.15,0,0.95,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,895
624,624,100,1.15,0,0.876,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,938
625,625,100,1.15,0,0.894,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,880
626,626,100,1.15,0,0.93,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,895
627,627,100,1.15,0,0.994,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,896
628,628,100,0.9,0,0.89,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,764
629,629,100,0.9,0,0.862,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,783
630,630,100,1.15,0,0.837,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,889
631,631,100,1.15,0,0.952,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,939
632,632,100,1.15,0,0.963,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,895
633,633,100,1.15,0,0.979,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,872
634,634,100,1.15,0,0.937,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,883
635,635,100,0.9,0,1.0,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,776
636,636,100,0.9,0,0.878,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,795
637,637,100,1.15,0,0.945,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,914
638,638,100,1.15,0,0.973,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,918
639,639,100,1.15,0,0.937,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,890
640,640,100,1.15,0,0.889,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,875
641,641,100,1.15,0,0.856,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,873
642,642,100,0.9,0,0.983,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,777
643,643,100,0.9,0,0.975,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,788
644,644,100,1.15,0,0.816,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,922
645,645,100,1.15,0,0.969,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,883
646,646,100,1.15,0,0.864,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,884
647,647,100,1.15,0,0.927,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,935
648,648,100,1.15,0,0.896,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,873
649,649,100,0.9,0,0.85,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,768
650,650,100,0.9,0,1.0,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,823
651,651,100,1.15,0,0.898,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,916
652,652,100,1.15,0,0.941,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,866
653,653,100,1.15,0,0.896,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,911
654,654,100,1.15,0,0.967,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,909
655,655,100,1.15,0,0.936,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,871
656,656,100,0.9,0,0.899,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,810
657,657,100,0.9,0,0.977,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,765
658,658,100,1.15,0,0.884,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,868
659,659,100,1.15,0,0.902,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,907
660,660,100,1.15,0,0.916,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,882
661,661,100,1.15,0,0.897,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,909
662,662,100,1.15,0,0.919,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,865
663,663,100,0.9,0,0.975,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,795
664,664,100,0.9,0,0.855,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,813
665,665,100,1.15,0,0.927,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,913
666,666,100,1.15,0,1.0,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,927
667,667,100,1.15,0,0.85,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,870
668,668,100,1.15,0,0.857,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,905
669,669,100,1.15,0,0.795,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,882
670,670,100,0.9,0,0.852,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,765
671,671,100,0.9,0,1.0,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,838
672,672,100,1.15,0,0.915,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,912
673,673,100,1.15,0,0.971,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,934
674,674,100,1.15,0,0.985,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,870
675,675,100,1.15,0,0.951,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,933
676,676,100,1.15,0,0.985,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,899
677,677,100,0.9,0,0.885,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,771
678,678,100,0.9,0,0.894,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,765
679,679,100,1.15,0,0.881,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,917
680,680,100,1.15,0,0.951,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,925
681,681,100,1.15,0,0.844,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,892
682,682,100,1.15,0,0.937,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,890
683,683,100,1.15,0,0.911,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,886
684,684,100,0.9,0,0.916,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,764
685,685,100,0.9,0,0.979,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,798
686,686,100,1.15,0,0.947,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,865
687,687,100,1.15,0,0.979,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,868
688,688,100,1.15,0,0.914,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,873
689,689,100,1.15,0,0.926,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,896
690,690,100,1.15,0,1.0,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,870
691,691,100,0.9,0,0.938,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,782
692,692,100,0.9,0,1.0,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,817
693,693,100,1.15,0,0.903,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,901
694,694,100,1.15,0,0.812,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,908
695,695,100,1.15,0,0.93,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,931
696,696,100,1.15,0,0.969,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,860
697,697,100,1.15,0,0.877,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,880
698,698,100,0.9,0,0.94,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,839
