sol,t_min_c,t_max_c,t_mean_c,dust_max,pressure_mean_pa,thermal_load_mean_kw,dust_storm_flag
683,-83.59,-26.24,-55.0,0.18,614.9833333333333,26.949583333333333,0
684,-84.14,-25.76,-54.83541666666667,0.188,616.1791666666667,26.892916666666665,0
685,-83.83,-27.81,-55.49458333333333,0.198,616.3291666666667,27.12291666666667,0
686,-84.35,-27.21,-54.806666666666665,0.187,617.3125,26.881666666666664,0
687,-81.82,-25.71,-54.696666666666665,0.192,617.8125,26.844166666666666,0
688,-82.7,-23.85,-54.70083333333333,0.204,617.0416666666666,26.845,0
689,-82.69,-26.2,-54.73041666666666,0.187,617.9458333333333,26.854583333333334,0
690,-83.09,-27.33,-55.07916666666667,0.19,617.3708333333333,26.977500000000003,0
691,-83.58,-25.49,-54.595,0.206,618.4208333333333,26.807916666666667,0
692,-85.28,-26.68,-55.17041666666666,0.203,618.3958333333334,27.010833333333334,0
693,-83.04,-24.2,-55.0075,0.206,619.0416666666666,26.953333333333333,0
694,-84.9,-26.26,-54.85125,0.204,618.7708333333334,26.898333333333337,0
695,-83.62,-25.79,-55.1925,0.208,619.0333333333333,27.017916666666665,0
696,-82.3,-28.03,-55.57958333333334,0.195,620.0291666666667,27.153333333333332,0
697,-83.39,-26.62,-55.57333333333333,0.202,619.9,27.151666666666667,0
698,-85.37,-27.23,-54.9625,0.213,621.7916666666666,26.937083333333334,0
699,-83.88,-26.31,-54.94166666666666,0.212,620.6458333333334,26.928749999999997,0
700,-85.14,-26.34,-54.93,0.196,622.0875,26.925833333333333,0
701,-82.96,-23.96,-54.81833333333333,0.204,621.8208333333333,26.8875,0
702,-83.49,-25.72,-55.284166666666664,0.192,622.8916666666667,27.049166666666668,0
703,-85.34,-25.74,-54.854166666666664,0.206,621.9666666666667,26.898750000000003,0
704,-84.19,-23.89,-55.32541666666666,0.203,622.2208333333333,27.064166666666665,0
705,-84.3,-24.22,-54.97875,0.207,623.5041666666667,26.942916666666665,0
706,-82.52,-23.82,-54.85999999999999,0.203,624.3541666666666,26.900000000000002,0
707,-83.22,-25.86,-54.572916666666664,0.204,624.225,26.80125,0
708,-83.27,-25.45,-55.11041666666667,0.21,623.9916666666667,26.989166666666666,0
709,-83.46,-27.23,-55.195,0.183,624.7208333333333,27.018333333333334,0
710,-85.35,-28.13,-55.1825,0.193,625.7583333333333,27.01375,0
711,-83.07,-26.45,-54.88791666666666,0.212,625.5583333333333,26.910833333333333,0
712,-83.88,-24.44,-54.935833333333335,0.188,626.525,26.927083333333332,0
713,-84.84,-25.97,-55.785,0.214,627.4125,27.22375,0
714,-83.64,-26.93,-55.12166666666667,0.218,626.5666666666667,26.99208333333333,0
715,-85.23,-26.76,-55.03791666666667,0.211,626.3625000000001,26.96375,0
716,-82.39,-23.73,-54.85458333333333,0.204,626.6791666666667,26.90041666666667,0
717,-83.26,-25.9,-55.55041666666667,0.196,627.2166666666667,27.141666666666666,0
718,-83.24,-26.42,-54.59125,0.195,627.6125000000001,26.80666666666667,0
719,-82.94,-26.77,-55.26833333333334,0.214,627.3166666666667,27.042916666666667,0
720,-83.42,-24.71,-54.79791666666667,0.212,628.85,26.879166666666666,0
721,-83.28,-25.49,-54.52333333333333,0.211,628.3249999999999,26.78333333333333,0
722,-84.84,-25.14,-55.09791666666666,0.215,629.2083333333334,26.98375,0
723,-83.29,-26.65,-54.975,0.219,629.7916666666666,26.94125,0
724,-82.76,-27.51,-55.08541666666667,0.206,629.725,26.98,0
725,-82.52,-26.31,-54.36958333333333,0.223,630.3125,26.729583333333334,0
726,-82.08,-26.12,-55.080000000000005,0.206,631.0291666666667,26.978333333333335,0
727,-81.37,-25.25,-54.602916666666665,0.216,630.9916666666667,26.81041666666667,0
728,-82.77,-26.04,-54.85583333333333,0.211,631.1791666666667,26.899583333333336,0
729,-82.46,-26.25,-55.01458333333333,0.219,632.0875,26.955,0
